Tweet_ID,Created_At,Location_Mentioned,tweet_length,Text,Text_Final
322d8571828e440be4c6003bad55331dc4a5994008779b23c2d2e98a497bf43b,2024-12-09,Machala,240,"El Obispo de Loja llama a una jornada de oración para ""pedir por las lluvias que tanto necesitamos"". La larga sequía agudiza la crisis eléctrica en Ecuador, que vive cortes de luz de 14 horas. https://t.co/CMATFQw1DL https://t.co/WyvcxE5CXp",obispo loja llama una jornada oración para pedir por las lluvias que tanto necesitamos la larga sequía agudiza la crisis eléctrica ecuador que vive cortes luz horas
b13a33430936b07627c149e9ee345f46fc0aea1a3c55c1fc6895cfc29ab1ed7d,2024-12-15,Guayaquil,134,"Arrancaron quemando la primera sucursal por las facturas impagables de Luz,el caos a la vuelta de la esquina 💣 https://t.co/KPcdOcf3PV",arrancaron quemando la primera sucursal por las facturas impagables luzel caos la vuelta la esquina
975b046d235b71e0569bd66c1ed29d0ae44aa8e8218b749e50adf2bd09e68eee,2024-10-15,Machala,70,"Rotenme los horarios loko, es horrible estar de 20H00 a 24H00 sin luz.",rotenme los horarios loko horrible estar sin luz
63b1aee99b3b2088c7f07085648e45c140d8751ee98c8522428ab39fa228e8a4,2024-11-14,Quito,96,Al sector de la Joya le han cortado la energía todo el día y en estos momentos otra vez sin luz.,al sector la joya le han cortado la energía todo día estos momentos otra vez sin luz
5bc1ebd8d3791fcba29c4ab3ef02e7305bb398c3c5058f25e5bb1bd8f1b2b4fd,2024-05-24,Cuenca,209,"Hoy, el señor q cuida los carros donde yo vendo mis sanduchitos, me dice que está feliz que ahora le cortan la luz d 8 a 11 y de 3 a 7, que solo son 7 horas. Nooo normalicemos estar sin luz. 🤬🤬🤬🤬 #LargateNoboa",hoy señor cuida los carros donde vendo mis sanduchitos me dice que está feliz que ahora le cortan la luz que solo son horas no normalicemos estar sin luz
d12ba61d79f466a74a270ad420f661c55027f824ac20f36bf819658df3995770,2024-05-18,Guayaquil,204,"@RecNaturalesEC Maldecidos hijos de puta.
Son una completa mierda.
9 y 10 horas sin luz. 
Van a provocar que el pueblo se lance a las calles a sacarlos a patadas del poder.
Es insostenible esta situación.",maldecidos hijos puta son una completa mierda horas sin luz van provocar que pueblo se lance las calles sacarlos patadas del poder insostenible esta situación
332c3bf0d657ee90d34383aff43e422ecb7eae8dc3d1e8b7ce6d9682e4bf11b3,2024-07-27,Guayaquil,275,"Es la QUINTA VEZ en una hora y media que se va la luz…estamos tratando de trabajar y de mantener un negocio, ni hablar de la producción que se arruina…

A quién le reclamo después @ANDEOficial @SantiPenap ?! 

Que desmoralizante es tratar hacer las cosas bien en este país! 💔",la quinta vez una hora media que se la luz estamos tratando trabajar mantener un negocio hablar la producción que se arruina quién le reclamo después que desmoralizante tratar hacer las cosas bien este país
1c87401def5f5f04f9a8309aebe5ea5b30f4f5ea3898cefe54e845b8ea589ac3,2024-11-07,Guayaquil,126,"Tras que el sistema en una mierda, no hay luz, pagan mal y faltan de personal, colapsan esa huevada trayendo un abanico y case",tras que sistema una mierda no hay luz pagan mal faltan personal colapsan esa huevada trayendo un abanico case
71f957bad67e03e8095cf95bbb2e1c8e40226984a54e3c09042685b048d36ffd,2024-07-01,Guayaquil,121,JAJAJAJAJAJAJA Diossss que rabia me perdí mitad del extensible por andar sin luz en fin Ecuador 😭 https://t.co/RmKox2JWxm,jajajajajajaja dios que rabia me perdí mitad del extensible por andar sin luz fin ecuador
2be28b5ae33dc9183feb8050b17bd7d9c89bac7f898b308db47346fbacf2d75e,2024-09-19,Tungurahua,248,"¡Ya estoy harto del Nuevo Ecuador o del Ecuador del Encuentro! ¡Quiero volver a la época nefasta en la que vivíamos de 2007 a 2017😩
#apagones #FeriadoElectrico #11VecesNO #11VecesNoALaConsulta #Nobita #Guayaquil #Ecuador #CamiloPonceEnriquez #Duran",estoy harto del nuevo ecuador del ecuador del encuentro quiero volver la época nefasta la que vivíamos
ed2f88a8aeb18af2a48451a9960347e55b6925c7408bdeecd7ec5d001f668f15,2024-08-14,Machala,279,"Que harto estoy de vivir en Ecuador. Siempre piden ""deber cívico"" y no hacen un carajo y acabaron de subir 3 puntos el IVA
Emiten un comunicado casi al finalizar el día. El incompetente de @DanielNoboaOk dijo que había una ley ""no más apagones"".
Vivir en Ecuador es insoportable.",que harto estoy vivir ecuador siempre piden deber cívico no hacen un carajo acabaron subir puntos iva emiten un comunicado casi al finalizar día incompetente dijo que había una ley no más apagones vivir ecuador insoportable
635d4931afa050d15d0db7396fe8f1f607c1115403dcb75dd9cbb3500be77d48,2024-06-02,Cuenca,268,"#Cuba en combate ante el desafío electroenergético.
Resulta imprescindible extremar las medidas de ahorro, como el incentivo del teletrabajo, el funcionamiento de los Consejos Energéticos y la desconexión general o el apagado de locales vacíos. https://t.co/bm8xq3CEL3",combate ante desafío electroenergético resulta imprescindible extremar las medidas ahorro como incentivo del teletrabajo funcionamiento los consejos energéticos la desconexión general apagado locales vacíos
33d18296465443cb66b706d1d8e2b5bd768b6cecc653c766c905d35dace06501,2024-10-17,Guayaquil,288,"#Actualidad: El flamante viceministro de Electricidad, Fabián Calero, informó que ""en los últimos 5 a 7 años"" no se cumplieron con obras contempladas en el Plan Maestro de Electrificación lo que ha generado que en la actualidad haya un déficit de 1.298 megavatios. https://t.co/HcQzUmGrfS",flamante viceministro electricidad fabián calero informó que los últimos años no se cumplieron con obras contempladas plan maestro electrificación lo que generado que la actualidad haya un déficit megavatios
863fb5b69aa35a66d6e4fd098e4dc5376c0eda8aabe9a8e1980fccbe161525c5,2024-10-27,Cuenca,237,"Eliminaron el plan eléctrico que estaba planificado hasta el 2030.
Lenin Moreno y Guillermo Lasso.
Había que generar 300 Megavatios por años ahora hay un déficit de 2100.
@MashiRafael  entrevista con @cubalondra . https://t.co/lrU8sprbHt",eliminaron plan eléctrico que estaba planificado hasta lenin moreno guillermo lasso había que generar megavatios por años ahora hay un déficit entrevista con
f6f7be04f8c599e04198fd7639337c8d11df1720e39fe9a997a382dec5b829ff,2024-11-07,Azuay,298,"El déficit energético del país está entre 750 MW y 1080 MW. Hasta ahora estos ineptos solo se han preocupado de ocultar otro atraco con una barcaza que apenas cubriría 110 MW, pero tranquilos idiotas que pueden seguir aplaudiendo a su muñeco de cartón desde las tinieblas... https://t.co/Qhg8qrHozU",déficit energético del país está entre mw hasta ahora estos ineptos solo se han preocupado ocultar otro atraco con una barcaza que apenas cubriría mw pero tranquilos idiotas que pueden seguir aplaudiendo muñeco cartón desde las tinieblas
20dbf859dc5b1d1fc86e3714442625205dc6b43ea8b67669e94f819b35b018ee,2024-09-16,Cuenca,294,"Díganle adiós a la termoeléctrica de Cienfuegos que se va por “mantenimiento”… el déficit de generación alcanzará los 1400 MW para la noche de hoy, mucho más que lo planificado en las últimas semanas.

Un desastre, están tensando la paciencia del pueblo cubano.
#SOSCuba https://t.co/BiZoiS4DtM",díganle adiós la termoeléctrica cienfuegos que se por mantenimiento déficit generación alcanzará los para la noche hoy mucho más que lo planificado las últimas semanas un desastre están tensando la paciencia del pueblo cubano
dd41f10a2a42f8dc077a88b02a01cbecb28e3a3a665f95636b1ae6fb938a3654,2024-10-26,Machala,278,"“El Ejecutivo tendrá que hacer un triple salto mortal para justificar la política estatista que ha tenido de la electricidad y que hoy está pasando factura, que ha provocado pérdidas millonarias en la industria maquiladora y manufacturera y empresas de todo tipo, desperdicio de",ejecutivo tendrá que hacer un triple salto mortal para justificar la política estatista que tenido la electricidad que hoy está pasando factura que provocado pérdidas millonarias la industria maquiladora manufacturera empresas todo tipo desperdicio
a8009086892d97110b1f0b25dbc7168950bffad8e860b621ba094149ed5e2044,2024-11-08,Ibarra,241,"En enero de 2024, CENACE advirtió la llegada del estiaje en septiembre y, por ende, el déficit energético que hoy lo vivimos. 

Se pudo prever, ahorrar y comprar energía oportunamente.

No se hizo nada. Improvisación. https://t.co/nN22p7j8PA",enero cenace advirtió la llegada del estiaje septiembre por ende déficit energético que hoy lo vivimos se pudo prever ahorrar comprar energía oportunamente no se hizo nada improvisación
e962a68d313c4af088e1e18c94efcb31eaeecfee4186f788e10fb0e93044b64e,2024-11-18,Cuenca,278,"La semana pasada, el margen de reserva operativa del sistema eléctrico nacional cayó por debajo de 4% — debajo de 6 se prenden las alertas.

La indisponibilidad de plantas de CFE y los bajos niveles de los embalses están poniendo al sistema (que le apostó a las hidroeléctricas)",la semana pasada margen reserva operativa del sistema eléctrico nacional cayó por debajo debajo se prenden las alertas la indisponibilidad plantas cfe los bajos niveles los embalses están poniendo al sistema que le apostó las hidroeléctricas
64211650a16c5653755159833808f05b2c754b3e9c47f0ff52efa8f39823ddd4,2024-11-02,Quito,205,"Cuba apenas produce la mitad de la energía que necesita. 

14 horas sin Electricidad ayer. Probablemente 14 horas más sin electricidad hoy, mañana y vete tu a saber hasta cuando.

El socialismo es miseria.",cuba apenas produce la mitad la energía que necesita horas sin electricidad ayer probablemente horas más sin electricidad hoy mañana vete saber hasta cuando socialismo miseria
fadf44b62da6c24aec9cdba47d08358cc6137920037804c6e33fe35624a9b5f3,2024-12-21,Guayaquil,303,"El manejo de la crisis energética ha sido un desastre.
La falta de mantenimiento de los sistemas termoeléctricos, la negligencia en la gestión de los embalses, la falta de inversión en infraestructura eléctrica nos llevaron a la peor crisis de la historia.🇪🇨
#NoboaElGranCulpable https://t.co/VyUPRfox5l",manejo la crisis energética sido un desastre la falta mantenimiento los sistemas termoeléctricos la negligencia la gestión los embalses la falta inversión infraestructura eléctrica nos llevaron la peor crisis la historia
94d160bf1fe030ba65cf1ddf0099e5c3ee0a5f1f33b9b969928c5942bb884180,2024-11-01,Quito,239,"#ATENCIÓN | El ministro de Energía, Roberto Luque, anunció que el déficit de energía es de 1.000 megavatios de potencia, que representa el 22% de la demanda máxima de electricidad de Ecuador. https://t.co/vcFOoSR5vQ https://t.co/soouBFYLUq",ministro energía roberto luque anunció que déficit energía megavatios potencia que representa la demanda máxima electricidad ecuador
71dc48fd3c5351b5d2a30901a7677f538decd51de63630c5119aebd3413f3f98,2024-06-09,Quito,279,"Disminuyeron horas de cortes de energía eléctrica al sector residencial por mejoría en hidroeléctrica Coca Codo Sinclair

¿Entonces, por qué disponer al sector industrial, de manera obligatoria e inmediata, reducción total consumo eléctrico, de 08:00-18:00, al menos, 15 días?

🧵",disminuyeron horas cortes energía eléctrica al sector residencial por mejoría hidroeléctrica coca codo sinclair entonces por qué disponer al sector industrial manera obligatoria inmediata reducción total consumo eléctrico al menos días
f169412c855da5ed167bbfb1364486d445c8697c734a01a7394f68026d8d79f8,2024-10-06,Quito,280,"Ineficiente contratación de energía eléctrica térmica por parte de Noboa

Se incumple su programación ergo el racionamiento de energía eléctrica llegará a febrero

Las pérdidas superarán los USD $ 10.000 millones

Aún así, lo elegirán

El problema de Ecuador no es Noboa, eres vos",ineficiente contratación energía eléctrica térmica por parte noboa se incumple programación ergo racionamiento energía eléctrica llegará febrero las pérdidas superarán los usd millones aún así lo elegirán problema ecuador no noboa eres vos
1aaf36973071467aea70f190479b173504646cd0282497e678caad0930aba213,2024-06-25,Guayaquil,297,"Este es uno de los horario de corte la próxima semana. Cómo se trabaja con tres horas de electricidad al día? Cómo se sostiene un emprendimiento? Este país expulsa a su gente. Quién puede querer vivir en un país sin energía, sin empleo, sin seguridad, sin ninguna garantía? https://t.co/XAQawJ7Z1h",este uno los horario corte la próxima semana cómo se trabaja con tres horas electricidad al día cómo se sostiene un emprendimiento este país expulsa gente quién puede querer vivir un país sin energía sin empleo sin seguridad sin ninguna garantía
0b92b07eb1588b1f2f8d979bae55191081c6a4aea6af8d4a8571d010390d65ee,2024-10-24,Quito,280,"Cojuda y cojudo del Ecuador

¿Ganaste 9 a 2?

9 horas de corte de luz diario son las que sufre Ecuador al despilfarrar $ 60 millones en una consulta popular innecesaria e improcedente en lugar de poner a punto el parque termoeléctrico nacional y evitar enormes pérdidas económicas",cojuda cojudo del ecuador ganaste horas corte luz diario son las que sufre ecuador al despilfarrar millones una consulta popular innecesaria improcedente lugar poner punto parque termoeléctrico nacional evitar enormes pérdidas económicas
5d4c494ecb2062f55e2a953c3c833bc19cf614d9d637f06c5113fcb432ba29e6,2024-07-13,Cuenca,279,"No amigo, tú no tienes cortes de 14 horas porque no llueve. Tienes cortes de 14 horas porque, a pesar de que hace más de un año sabían que durante está sequía las hidroeléctricas tendrían menos capacidad, no invirtieron un centavo en el mantenimiento de nuestras termoeléctricas.",no amigo no tienes cortes horas porque no llueve tienes cortes horas porque pesar que hace más un año sabían que durante está sequía las hidroeléctricas tendrían menos capacidad no invirtieron un centavo mantenimiento nuestras termoeléctricas
79689197a7d79170983c474671dcd0126d023d10d6ee489388f2ab6937d2479d,2024-06-20,Tungurahua,149,"NOTA IMPORTANTE : NI TENIENDO TODO EL PARQUE TERMOELÉCTRICO AL 100% SE EVITABAN LOS APAGONES... EL DEFICIT LLEGA A 2000 MW... 

BASTA DE MENTIRAS....",nota importante teniendo todo parque termoeléctrico al se evitaban los apagones deficit llega basta mentiras
5ea5703ae4e8d11a53362d3e5790e50f1b3b2dbaf5716a38f0d19499f9222045,2024-10-12,Quito,278,"21h21, 17 de noviembre:

Se dijo que Coca Codo + Termo Esmeraldas + Apgones en Cuenca - Paute = 2 horas menos de apagones CUMPLIDO 

Se dijo si Colombia vendía todo la capacidad 2 horas menos adicionales CUMPLIDO 

Se dijo que entre el 19 y el 23 habría un incremento del caudal",noviembre se dijo que coca codo termo esmeraldas apgones cuenca paute horas menos apagones cumplido se dijo si colombia vendía todo la capacidad horas menos adicionales cumplido se dijo que entre habría un incremento del caudal
c764f2c858bc30ef9a13b9592d6011cac58c74e6a88dfb9ac1afd48e35bae674,2024-07-22,Machala,269,"Me toca repetir los mismos tuits porque no leen la plena se quedan con el último tuit...

1) Cuenca vuelve a tener apagones (ahorro) +100mw 
2) Entra Termoesmeraldas +120 mw 
3) Mejoró Coca Codo + 400 mw 
4) Se apagó Paute -300 mw 

Como base tenemos 250 mw que con las",me toca repetir los mismos tuits porque no leen la plena se quedan con último tuit cuenca vuelve tener apagones ahorro entra termoesmeraldas mejoró coca codo se apagó paute como base tenemos que con las
a8bf2d771055826ce3092846e704cff144755b379b4d2e524e61e9e70c142c85,2024-07-18,Guayaquil,273,"LA ESTUPIDEZ HUMANA NO TIENE LÍMITES

Albert Einstein creía que la estupidez humana no tiene límites, pero además, no termina nunca. Eso explicaría porqué hay personas que eligen a sus propios verdugos para que gobiernen sus países.

En Ecuador hay personas que muestran no",la estupidez humana no tiene límites albert einstein creía que la estupidez humana no tiene límites pero además no termina nunca eso explicaría porqué hay personas que eligen sus propios verdugos para que gobiernen sus países ecuador hay personas que muestran no
5d14d57c91e6bf1c0caf0d351e0723a0a2de007325c92f66b4f1a085c622dd91,2024-10-14,Cuenca,173,"Vamos a quebrar en masa. Prácticamente, 2 horas de electricidad en horas comerciales/laborales.
El que venga a ponerle ""lado positivo"" a este infierno, puede irse al carajo!",vamos quebrar masa prácticamente horas electricidad horas comerciales laborales que venga ponerle lado positivo este infierno puede irse al carajo
1e507e6bfd003937dd721d4b13f66aa958f41bc4d3dd0263003f6ff527a1e1ef,2024-12-02,Guayaquil,262,"@Presidencia_Ec En enero de 2024, CENACE advirtió la llegada del estiaje en septiembre y, por ende, el déficit energético que hoy lo vivimos.     

Se pudo prever y tomar todas estas medidas oportunamente, antes del colapso.     

No se hizo nada. Improvisación.",enero cenace advirtió la llegada del estiaje septiembre por ende déficit energético que hoy lo vivimos se pudo prever tomar todas estas medidas oportunamente antes del colapso no se hizo nada improvisación
38d5689b461d1843b36c6d53801e1193a581d1f2f2af715f0a720b169492c463,2024-08-11,Loja,61,Estos apagones tiene estresado a medio Ecuador incluyéndome 😤,estos apagones tiene estresado medio ecuador incluyéndome
4e3ca4ecbce69bd3fc46317a5f474301cf9f7e3bd2a6e4c08d3d715fa8a451dd,2024-11-27,Quito,163,"Esta huevada de la luz , ya me tiene Estresado , arrecho , cabreado Y LO PEOR que con este presidente INEPTO no se ve solución alguna .
#apagonesecuador 
#Apagones",esta huevada la luz me tiene estresado arrecho cabreado lo peor que con este presidente inepto no se solución alguna
3e0debeb0cc070a069c64f5691dd12245838540bab6c4d0dc90fda8e42d837a0,2024-08-26,Azuay,298,"🔴 Nueva contradicción.
“Nadie a mí me va a cuentear en el último segundo que debemos darle 5 horas de apagón a Guayas. 
Nosotros no vamos a dar más apagones esta semana. Eso lo hemos tomado como decisión”, aseguró el presidente Daniel Noboa.

Hoy, el ministerio de Energía y https://t.co/tCZ2KD6Jl3",nueva contradicción nadie me cuentear último segundo que debemos darle horas apagón guayas nosotros no vamos dar más apagones esta semana eso lo hemos tomado como decisión aseguró presidente daniel noboa hoy ministerio energía
253b382678cdacb61fd757fe7ed63c50c07609d29a202f2afce449584c2850cf,2024-10-09,Guayaquil,291,"Durante décadas le han entregado energía eléctrica a mineras y monopolios apenas a 1 centavo el kv/h
Una sola minera consume la energía que necesita Guayaquil un día entero. 
Todo este desastre es ORQUESTADO por las élites para cuadruplicar el valor de las planillas. https://t.co/n0Fj2F39sm",durante décadas le han entregado energía eléctrica mineras monopolios apenas centavo una sola minera consume la energía que necesita guayaquil un día entero todo este desastre orquestado por las élites para cuadruplicar valor las planillas
ce03a6fa873e83042877c5bf132cb191daff436417c982f2e69fb58966094361,2024-06-11,Guayaquil,294,"Varios #comerciantes tuvieron que correr a desconectar sus #electrodomésticos esta mañana debido a los repentinos cortes de #energía eléctrica. https://t.co/ks18MrtBFN ¿Afectó tu jornada laboral el corte sorpresivo de luz? 💡

María Jiménez, vendedora de jugos naturales, https://t.co/uzNfrlMv4p",varios tuvieron que correr desconectar sus esta mañana debido los repentinos cortes eléctrica afectó jornada laboral corte sorpresivo luz maría jiménez vendedora jugos naturales
1c5bf8ae1f22f9cd1d599a0e52c2cee1a0350023e1bf1697e17f663e5a41a411,2024-09-04,Guayaquil,140,Cortes de energía prolongados se presentan por franjas de horarios en sectores de #Guayaquil https://t.co/AcLGYjbFV3 https://t.co/44hhPDenDq,cortes energía prolongados se presentan por franjas horarios sectores
6a649c503dac63772abe54c4b6f208599818e88bfba70e509df588cdbcf0713a,2024-06-20,Guayaquil,218,"Daniel Noboa anunció que se inició investigación por sabotaje en sistema energético de #Ecuador pero el alcalde de #Guayaquil, Aquiles Alvarez, no cree en esa posibilidad https://t.co/ByHxGT8LjW https://t.co/yAWNitYjVo",daniel noboa anunció que se inició investigación por sabotaje sistema energético pero alcalde aquiles alvarez no cree esa posibilidad
f6f783177300bc4503ba30f12452380551f41ae7dd853435371dc2a79ba85abb,2024-09-11,Guayaquil,139,"Central térmica de #Guayaquil volvió a operar, aporta con 96 megavatios al sistema nacional https://t.co/K6FL3ML5Wp https://t.co/XUjmqMmdJE",central térmica volvió operar aporta con megavatios al sistema nacional
caa77a82282d8f3e27ce55fff31e3d673195d4d606b9d7cd9af0103b7870baf8,2024-11-19,Guayaquil,238,"“A partir del 15 (de diciembre) se pretende dejar sin energía a todas las industrias del sector AV 1 y AV 2″, dijo Francisco Jarrín, presidente de la Cámara de Industrias de Guayaquil (CIG). https://t.co/kpWHojw2dm https://t.co/Rtl8eyTW9O",partir del diciembre se pretende dejar sin energía todas las industrias del sector dijo francisco jarrín presidente la cámara industrias guayaquil cig
d839c3b4c2dd52318ad63483d5cb6411f581a4c0c673a203fb60bc5d854f0191,2024-11-26,Quito,304,"#Urgente “¡NO HABRÁ APAGONES EN LAS INDUSTRIAS,SE EQUIVOCÓ EL PRESIDENTE DE LA CÁMARA DE INDUSTRIAS DEL GUAYAS!”

""El presidente de la Cámara de Industrias de Guayaquil, Francisco Jarrín, se ha equivocó con respecto a los apagones de 15 días a las industrias. Me reuniré con él en https://t.co/wDCj9APQTR",no habrá apagones las industriasse equivocó presidente la cámara industrias del guayas presidente la cámara industrias guayaquil francisco jarrín se equivocó con respecto los apagones días las industrias me reuniré con él
bb0383bf9dcd745dcc9e3085b509e14e9881d3e77459c97a122397a5fa6b069c,2024-11-12,Guayaquil,174,Moradores de zonas del norte de #Guayaquil afirman que los cortes de energía eléctrica se registran hasta tres veces en el día https://t.co/plYkzotLeb https://t.co/f6hr7myzaN,moradores zonas del norte afirman que los cortes energía eléctrica se registran hasta tres veces día
b7cc3683d5f38044de5c12d1c9bbe3f53c97012e6eee52799f49d236e951e0a6,2024-10-23,Guayaquil,299,"Más que apagón 
Salí corriendo de la Víctor Emilio Estrada. Urdesa central. Norte de Guayaquil. Apagón a las 22:00. 
Solo imagínenlo. Los pocos locales de comida que quedaron abiertos hasta esa hora obligados a cerrar. Los clientes apurados. Afuera, la ciudad. 
Esa peligrosa https://t.co/3pI5BMDZgn",más que apagón salí corriendo la víctor emilio estrada urdesa central norte guayaquil apagón las solo imagínenlo los pocos locales comida que quedaron abiertos hasta esa hora obligados cerrar los clientes apurados afuera la ciudad esa peligrosa
