Tweet_ID,Created_At,Location_Mentioned,Text_Final,Lemas,sentimiento
0e2a6ad99973b992d68cc55cb466cb066e59f0c9869635c45bb22dd4e4261c1a,2024-12-19,Quito,tremendas las imágenes que nos llegan letur pero este no un problema nuevo sino un problema recurrente aunque esta vez especialmente grave así que toca abrir hilo explicar lo ocurrido,"['tremenda', 'imagen', 'llegar', 'letur', 'problema', 'nuevo', 'sino', 'problema', 'recurrente', 'aunque', 'vez', 'especialmente', 'grave', 'asi', 'tocar', 'abrir', 'hilo', 'explicar', 'ocurrir']",0
221990d7b30cfdba31ab7efeab9ea5c19700bc1099375530d7c50c9a3fb58d25,2024-10-28,Tungurahua,increible la vez una falta respeto porparte las compañias electricas que cada vez que llueve se corta la luz un poco viento explotan los transformadores pero para cobrar caro tener los postes llenos cables colgando son buenos,"['increible', 'vez', 'falta', 'respeto', 'porparte', 'compania', 'electrico', 'cada', 'vez', 'llover', 'corto', 'luz', 'viento', 'explotar', 'transformador', 'cobrar', 'caro', 'tener', 'poste', 'lleno', 'cable', 'colgando', 'buen']",0
cc84e1fa0720f92d62b1d714f1c477020867f9a7947e3e7198a9a1df4f8cb09d,2024-08-22,Guayaquil,moradores conviven con malestar por los prolongados cortes marco la crisis energética que vive país jueves anterior se aplicaron cortes siete horas este viernes con tres franjas,"['morador', 'convivir', 'malestar', 'prolongado', 'corte', 'marco', 'crisis', 'energetico', 'vivir', 'pais', 'jueves', 'anterior', 'aplicar', 'corte', 'siete', 'hora', 'viernes', 'tres', 'franja']",0
322d8571828e440be4c6003bad55331dc4a5994008779b23c2d2e98a497bf43b,2024-12-09,Machala,obispo loja llama una jornada oración para pedir por las lluvias que tanto necesitamos la larga sequía agudiza la crisis eléctrica ecuador que vive cortes luz horas,"['obispo', 'loja', 'llamar', 'jornada', 'oracion', 'pedir', 'lluvia', 'necesitar', 'largo', 'sequia', 'agudizar', 'crisis', 'electrico', 'ecuador', 'vivir', 'corte', 'luz', 'hora']",0
b13a33430936b07627c149e9ee345f46fc0aea1a3c55c1fc6895cfc29ab1ed7d,2024-12-15,Guayaquil,arrancaron quemando la primera sucursal por las facturas impagables luzel caos la vuelta la esquina,"['arrancar', 'quemar', 'primero', 'sucursal', 'factura', 'impagable', 'luzel', 'caos', 'vuelta', 'esquina']",0
975b046d235b71e0569bd66c1ed29d0ae44aa8e8218b749e50adf2bd09e68eee,2024-10-15,Machala,rotenme los horarios loko horrible estar sin luz,"['rotenme', 'horario', 'loko', 'horrible', 'luz']",0
63b1aee99b3b2088c7f07085648e45c140d8751ee98c8522428ab39fa228e8a4,2024-11-14,Quito,al sector la joya le han cortado la energía todo día estos momentos otra vez sin luz,"['sector', 'joya', 'cortar', 'energia', 'dia', 'momento', 'vez', 'luz']",0
5bc1ebd8d3791fcba29c4ab3ef02e7305bb398c3c5058f25e5bb1bd8f1b2b4fd,2024-05-24,Cuenca,hoy señor cuida los carros donde vendo mis sanduchitos me dice que está feliz que ahora le cortan la luz que solo son horas no normalicemos estar sin luz,"['hoy', 'senor', 'cuidar', 'carro', 'vendo', 'sanduchito', 'decir', 'feliz', 'ahora', 'cortar', 'luz', 'solo', 'hora', 'normalicemo', 'luz']",0
d12ba61d79f466a74a270ad420f661c55027f824ac20f36bf819658df3995770,2024-05-18,Guayaquil,maldecidos hijos puta son una completa mierda horas sin luz van provocar que pueblo se lance las calles sacarlos patadas del poder insostenible esta situación,"['maldecido', 'hijo', 'puta', 'completo', 'mierda', 'hora', 'luz', 'provocar', 'pueblo', 'lance', 'calle', 'sacarlo', 'patada', 'poder', 'insostenible', 'situacion']",0
332c3bf0d657ee90d34383aff43e422ecb7eae8dc3d1e8b7ce6d9682e4bf11b3,2024-07-27,Guayaquil,la quinta vez una hora media que se la luz estamos tratando trabajar mantener un negocio hablar la producción que se arruina quién le reclamo después que desmoralizante tratar hacer las cosas bien este país,"['quinto', 'vez', 'hora', 'medio', 'luz', 'tratar', 'trabajar', 'mantener', 'negocio', 'hablar', 'produccion', 'arruinar', 'quien', 'reclamo', 'despues', 'desmoralizante', 'tratar', 'hacer', 'cosa', 'bien', 'pais']",1
1c87401def5f5f04f9a8309aebe5ea5b30f4f5ea3898cefe54e845b8ea589ac3,2024-11-07,Guayaquil,tras que sistema una mierda no hay luz pagan mal faltan personal colapsan esa huevada trayendo un abanico case,"['tras', 'sistema', 'mierda', 'luz', 'pagar', 'mal', 'faltar', 'personal', 'colapsar', 'huevado', 'trair', 'abanico', 'car']",0
71f957bad67e03e8095cf95bbb2e1c8e40226984a54e3c09042685b048d36ffd,2024-07-01,Guayaquil,jajajajajajaja dios que rabia me perdí mitad del extensible por andar sin luz fin ecuador,"['jajajajajajaja', 'dio', 'rabia', 'perder', 'mitad', 'extensible', 'andar', 'luz', 'fin', 'ecuador']",0
2be28b5ae33dc9183feb8050b17bd7d9c89bac7f898b308db47346fbacf2d75e,2024-09-19,Tungurahua,estoy harto del nuevo ecuador del ecuador del encuentro quiero volver la época nefasta la que vivíamos,"['harto', 'nuevo', 'ecuador', 'ecuador', 'encuentro', 'querer', 'volver', 'epoca', 'nefasto', 'viviamo']",1
ed2f88a8aeb18af2a48451a9960347e55b6925c7408bdeecd7ec5d001f668f15,2024-08-14,Machala,que harto estoy vivir ecuador siempre piden deber cívico no hacen un carajo acabaron subir puntos iva emiten un comunicado casi al finalizar día incompetente dijo que había una ley no más apagones vivir ecuador insoportable,"['harto', 'vivir', 'ecuador', 'siempre', 'pedir', 'deber', 'civico', 'hacer', 'carajo', 'acabar', 'subir', 'punto', 'iva', 'emitir', 'comunicado', 'casi', 'finalizar', 'dia', 'incompetente', 'decir', 'ley', 'apagon', 'vivir', 'ecuador', 'insoportable']",1
635d4931afa050d15d0db7396fe8f1f607c1115403dcb75dd9cbb3500be77d48,2024-06-02,Cuenca,combate ante desafío electroenergético resulta imprescindible extremar las medidas ahorro como incentivo del teletrabajo funcionamiento los consejos energéticos la desconexión general apagado locales vacíos,"['combate', 'desafio', 'electroenergetico', 'resultar', 'imprescindible', 'extremar', 'medida', 'ahorro', 'incentivo', 'teletrabajo', 'funcionamiento', 'consejo', 'energetico', 'desconexion', 'general', 'apagar', 'local', 'vacio']",0
33d18296465443cb66b706d1d8e2b5bd768b6cecc653c766c905d35dace06501,2024-10-17,Guayaquil,flamante viceministro electricidad fabián calero informó que los últimos años no se cumplieron con obras contempladas plan maestro electrificación lo que generado que la actualidad haya un déficit megavatios,"['flamante', 'viceministro', 'electricidad', 'fabian', 'calero', 'informar', 'ultimo', 'ano', 'cumplir', 'obra', 'contemplada', 'plan', 'maestro', 'electrificacion', 'generar', 'actualidad', 'deficit', 'megavatio']",0
863fb5b69aa35a66d6e4fd098e4dc5376c0eda8aabe9a8e1980fccbe161525c5,2024-10-27,Cuenca,eliminaron plan eléctrico que estaba planificado hasta lenin moreno guillermo lasso había que generar megavatios por años ahora hay un déficit entrevista con,"['eliminar', 'plan', 'electrico', 'planificado', 'lenin', 'moreno', 'guillermo', 'lasso', 'generar', 'megavatio', 'ano', 'ahora', 'deficit', 'entrevista']",0
f6f7be04f8c599e04198fd7639337c8d11df1720e39fe9a997a382dec5b829ff,2024-11-07,Azuay,déficit energético del país está entre mw hasta ahora estos ineptos solo se han preocupado ocultar otro atraco con una barcaza que apenas cubriría mw pero tranquilos idiotas que pueden seguir aplaudiendo muñeco cartón desde las tinieblas,"['deficit', 'energetico', 'pais', 'ahora', 'inepto', 'solo', 'preocupado', 'ocultar', 'atraco', 'barcaza', 'apenas', 'cubriria', 'tranquilo', 'idiota', 'poder', 'seguir', 'aplaudiendo', 'muneco', 'carton', 'tiniebla']",1
20dbf859dc5b1d1fc86e3714442625205dc6b43ea8b67669e94f819b35b018ee,2024-09-16,Cuenca,díganle adiós la termoeléctrica cienfuegos que se por mantenimiento déficit generación alcanzará los para la noche hoy mucho más que lo planificado las últimas semanas un desastre están tensando la paciencia del pueblo cubano,"['diganle', 'adios', 'termoelectrico', 'cienfuego', 'mantenimiento', 'deficit', 'generacion', 'alcanzar', 'noche', 'hoy', 'planificado', 'ultimo', 'semana', 'desastre', 'tensando', 'paciencia', 'pueblo', 'cubano']",0
dd41f10a2a42f8dc077a88b02a01cbecb28e3a3a665f95636b1ae6fb938a3654,2024-10-26,Machala,ejecutivo tendrá que hacer un triple salto mortal para justificar la política estatista que tenido la electricidad que hoy está pasando factura que provocado pérdidas millonarias la industria maquiladora manufacturera empresas todo tipo desperdicio,"['ejecutivo', 'hacer', 'triple', 'salto', 'mortal', 'justificar', 'politica', 'estatista', 'electricidad', 'hoy', 'pasar', 'factura', 'provocar', 'perdida', 'millonario', 'industria', 'maquiladora', 'manufacturera', 'empresa', 'tipo', 'desperdicio']",0
a8009086892d97110b1f0b25dbc7168950bffad8e860b621ba094149ed5e2044,2024-11-08,Ibarra,enero cenace advirtió la llegada del estiaje septiembre por ende déficit energético que hoy lo vivimos se pudo prever ahorrar comprar energía oportunamente no se hizo nada improvisación,"['enero', 'cenace', 'advertir', 'llegada', 'estiaje', 'septiembre', 'ende', 'deficit', 'energetico', 'hoy', 'vivir', 'poder', 'prever', 'ahorrar', 'comprar', 'energia', 'oportunamente', 'hacer', 'nada', 'improvisacion']",0
e962a68d313c4af088e1e18c94efcb31eaeecfee4186f788e10fb0e93044b64e,2024-11-18,Cuenca,la semana pasada margen reserva operativa del sistema eléctrico nacional cayó por debajo debajo se prenden las alertas la indisponibilidad plantas cfe los bajos niveles los embalses están poniendo al sistema que le apostó las hidroeléctricas,"['semana', 'pasado', 'margen', 'reserva', 'operativa', 'sistema', 'electrico', 'nacional', 'caer', 'debajo', 'debajo', 'prender', 'alerta', 'indisponibilidad', 'planta', 'cfe', 'bajo', 'nivel', 'embalse', 'poner', 'sistema', 'apostar', 'hidroelectrico']",0
64211650a16c5653755159833808f05b2c754b3e9c47f0ff52efa8f39823ddd4,2024-11-02,Quito,cuba apenas produce la mitad la energía que necesita horas sin electricidad ayer probablemente horas más sin electricidad hoy mañana vete saber hasta cuando socialismo miseria,"['cuba', 'apenas', 'producir', 'mitad', 'energia', 'necesitar', 'hora', 'electricidad', 'ayer', 'probablemente', 'hora', 'electricidad', 'hoy', 'manana', 'vete', 'saber', 'socialismo', 'miseria']",0
fadf44b62da6c24aec9cdba47d08358cc6137920037804c6e33fe35624a9b5f3,2024-12-21,Guayaquil,manejo la crisis energética sido un desastre la falta mantenimiento los sistemas termoeléctricos la negligencia la gestión los embalses la falta inversión infraestructura eléctrica nos llevaron la peor crisis la historia,"['manejo', 'crisis', 'energetico', 'ser', 'desastre', 'falta', 'mantenimiento', 'sistema', 'termoelectrico', 'negligencia', 'gestion', 'embalse', 'falta', 'inversion', 'infraestructura', 'electrico', 'llevar', 'peor', 'crisis', 'historia']",0
94d160bf1fe030ba65cf1ddf0099e5c3ee0a5f1f33b9b969928c5942bb884180,2024-11-01,Quito,ministro energía roberto luque anunció que déficit energía megavatios potencia que representa la demanda máxima electricidad ecuador,"['ministro', 'energia', 'roberto', 'luque', 'anunciar', 'deficit', 'energia', 'megavatio', 'potencia', 'representar', 'demanda', 'maximo', 'electricidad', 'ecuador']",0
71dc48fd3c5351b5d2a30901a7677f538decd51de63630c5119aebd3413f3f98,2024-06-09,Quito,disminuyeron horas cortes energía eléctrica al sector residencial por mejoría hidroeléctrica coca codo sinclair entonces por qué disponer al sector industrial manera obligatoria inmediata reducción total consumo eléctrico al menos días,"['disminuir', 'hora', 'corte', 'energia', 'electrico', 'sector', 'residencial', 'mejoria', 'hidroelectrico', 'coca', 'codo', 'sinclair', 'entonces', 'disponer', 'sector', 'industrial', 'manera', 'obligatorio', 'inmediato', 'reduccion', 'total', 'consumo', 'electrico', 'menos', 'dia']",0
f169412c855da5ed167bbfb1364486d445c8697c734a01a7394f68026d8d79f8,2024-10-06,Quito,ineficiente contratación energía eléctrica térmica por parte noboa se incumple programación ergo racionamiento energía eléctrica llegará febrero las pérdidas superarán los usd millones aún así lo elegirán problema ecuador no noboa eres vos,"['ineficiente', 'contratacion', 'energia', 'electrico', 'termico', 'parte', 'noboa', 'incumplir', 'programacion', 'ergo', 'racionamiento', 'energia', 'electrico', 'llegar', 'febrero', 'perdida', 'superar', 'usd', 'millon', 'aun', 'asi', 'elegir', 'problema', 'ecuador', 'noboa']",0
1aaf36973071467aea70f190479b173504646cd0282497e678caad0930aba213,2024-06-25,Guayaquil,este uno los horario corte la próxima semana cómo se trabaja con tres horas electricidad al día cómo se sostiene un emprendimiento este país expulsa gente quién puede querer vivir un país sin energía sin empleo sin seguridad sin ninguna garantía,"['horario', 'corte', 'proximo', 'semana', 'como', 'trabajar', 'tres', 'hora', 'electricidad', 'dia', 'como', 'sostener', 'emprendimiento', 'pais', 'expulsar', 'gente', 'quien', 'poder', 'querer', 'vivir', 'pais', 'energia', 'empleo', 'seguridad', 'ninguno', 'garantia']",1
0b92b07eb1588b1f2f8d979bae55191081c6a4aea6af8d4a8571d010390d65ee,2024-10-24,Quito,cojuda cojudo del ecuador ganaste horas corte luz diario son las que sufre ecuador al despilfarrar millones una consulta popular innecesaria improcedente lugar poner punto parque termoeléctrico nacional evitar enormes pérdidas económicas,"['cojuda', 'cojudo', 'ecuador', 'ganaste', 'hora', 'corte', 'luz', 'diario', 'sufrir', 'ecuador', 'despilfarrar', 'millon', 'consulta', 'popular', 'innecesario', 'improcedente', 'lugar', 'poner', 'punto', 'parque', 'termoelectrico', 'nacional', 'evitar', 'enorme', 'perdida', 'economico']",0
5d4c494ecb2062f55e2a953c3c833bc19cf614d9d637f06c5113fcb432ba29e6,2024-07-13,Cuenca,no amigo no tienes cortes horas porque no llueve tienes cortes horas porque pesar que hace más un año sabían que durante está sequía las hidroeléctricas tendrían menos capacidad no invirtieron un centavo mantenimiento nuestras termoeléctricas,"['amigo', 'corte', 'hora', 'llover', 'corte', 'hora', 'pesar', 'hacer', 'ano', 'saber', 'sequia', 'hidroelectrico', 'menos', 'capacidad', 'invertir', 'centavo', 'mantenimiento', 'termoelectrico']",0
79689197a7d79170983c474671dcd0126d023d10d6ee489388f2ab6937d2479d,2024-06-20,Tungurahua,nota importante teniendo todo parque termoeléctrico al se evitaban los apagones deficit llega basta mentiras,"['nota', 'importante', 'parque', 'termoelectrico', 'evitar', 'apagon', 'deficit', 'llegar', 'bastar', 'mentira']",0
5ea5703ae4e8d11a53362d3e5790e50f1b3b2dbaf5716a38f0d19499f9222045,2024-10-12,Quito,noviembre se dijo que coca codo termo esmeraldas apgones cuenca paute horas menos apagones cumplido se dijo si colombia vendía todo la capacidad horas menos adicionales cumplido se dijo que entre habría un incremento del caudal,"['noviembre', 'decir', 'coca', 'codo', 'termo', 'esmeralda', 'apgon', 'cuenca', 'paute', 'hora', 'menos', 'apagon', 'cumplir', 'decir', 'colombia', 'vendia', 'capacidad', 'hora', 'menos', 'adicional', 'cumplir', 'decir', 'incremento', 'caudal']",0
c764f2c858bc30ef9a13b9592d6011cac58c74e6a88dfb9ac1afd48e35bae674,2024-07-22,Machala,me toca repetir los mismos tuits porque no leen la plena se quedan con último tuit cuenca vuelve tener apagones ahorro entra termoesmeraldas mejoró coca codo se apagó paute como base tenemos que con las,"['tocar', 'repetir', 'mismo', 'tuit', 'leen', 'pleno', 'quedar', 'ultimo', 'tuit', 'cuenca', 'volver', 'tener', 'apagon', 'ahorro', 'entrar', 'termoesmeralda', 'mejorar', 'coca', 'codo', 'apago', 'paute', 'base']",0
a8bf2d771055826ce3092846e704cff144755b379b4d2e524e61e9e70c142c85,2024-07-18,Guayaquil,la estupidez humana no tiene límites albert einstein creía que la estupidez humana no tiene límites pero además no termina nunca eso explicaría porqué hay personas que eligen sus propios verdugos para que gobiernen sus países ecuador hay personas que muestran no,"['estupidez', 'humano', 'limite', 'albert', 'einstein', 'creer', 'estupidez', 'humano', 'limite', 'ademas', 'terminar', 'nunca', 'explicar', 'porque', 'persona', 'eligir', 'propio', 'verdugo', 'goberner', 'pais', 'ecuador', 'persona', 'mostrar']",0
5d14d57c91e6bf1c0caf0d351e0723a0a2de007325c92f66b4f1a085c622dd91,2024-10-14,Cuenca,vamos quebrar masa prácticamente horas electricidad horas comerciales laborales que venga ponerle lado positivo este infierno puede irse al carajo,"['quebrar', 'masa', 'practicamente', 'hora', 'electricidad', 'hora', 'comercial', 'laboral', 'venir', 'ponerle', 'lado', 'positivo', 'infierno', 'poder', 'carajo']",0
1e507e6bfd003937dd721d4b13f66aa958f41bc4d3dd0263003f6ff527a1e1ef,2024-12-02,Guayaquil,enero cenace advirtió la llegada del estiaje septiembre por ende déficit energético que hoy lo vivimos se pudo prever tomar todas estas medidas oportunamente antes del colapso no se hizo nada improvisación,"['enero', 'cenace', 'advertir', 'llegada', 'estiaje', 'septiembre', 'ende', 'deficit', 'energetico', 'hoy', 'vivir', 'poder', 'prever', 'tomar', 'medida', 'oportunamente', 'colapso', 'hacer', 'nada', 'improvisacion']",1
38d5689b461d1843b36c6d53801e1193a581d1f2f2af715f0a720b169492c463,2024-08-11,Loja,estos apagones tiene estresado medio ecuador incluyéndome,"['apagon', 'estresado', 'medio', 'ecuador', 'incluyendome']",1
4e3ca4ecbce69bd3fc46317a5f474301cf9f7e3bd2a6e4c08d3d715fa8a451dd,2024-11-27,Quito,esta huevada la luz me tiene estresado arrecho cabreado lo peor que con este presidente inepto no se solución alguna,"['huevado', 'luz', 'estresado', 'arrecho', 'cabreado', 'peor', 'presidente', 'inepto', 'solucion', 'alguno']",1
3e0debeb0cc070a069c64f5691dd12245838540bab6c4d0dc90fda8e42d837a0,2024-08-26,Azuay,nueva contradicción nadie me cuentear último segundo que debemos darle horas apagón guayas nosotros no vamos dar más apagones esta semana eso lo hemos tomado como decisión aseguró presidente daniel noboa hoy ministerio energía,"['nuevo', 'contradiccion', 'nadie', 'cuentear', 'ultimo', 'segundo', 'deber', 'darle', 'hora', 'apagon', 'guaya', 'dar', 'apagon', 'semana', 'tomar', 'decision', 'asegurar', 'presidente', 'daniel', 'noboa', 'hoy', 'ministerio', 'energia']",0
253b382678cdacb61fd757fe7ed63c50c07609d29a202f2afce449584c2850cf,2024-10-09,Guayaquil,durante décadas le han entregado energía eléctrica mineras monopolios apenas centavo una sola minera consume la energía que necesita guayaquil un día entero todo este desastre orquestado por las élites para cuadruplicar valor las planillas,"['decada', 'entregar', 'energia', 'electrico', 'minero', 'monopolio', 'apenas', 'centavo', 'solo', 'minero', 'consumir', 'energia', 'necesitar', 'guayaquil', 'dia', 'entero', 'desastre', 'orquestado', 'elite', 'cuadruplicar', 'valor', 'planilla']",0
ce03a6fa873e83042877c5bf132cb191daff436417c982f2e69fb58966094361,2024-06-11,Guayaquil,varios tuvieron que correr desconectar sus esta mañana debido los repentinos cortes eléctrica afectó jornada laboral corte sorpresivo luz maría jiménez vendedora jugos naturales,"['varios', 'correr', 'desconectar', 'manana', 'deber', 'repentino', 'corte', 'electrico', 'afectar', 'jornada', 'laboral', 'corte', 'sorpresivo', 'luz', 'mario', 'jimenez', 'vendedora', 'jugo', 'natural']",0
1c5bf8ae1f22f9cd1d599a0e52c2cee1a0350023e1bf1697e17f663e5a41a411,2024-09-04,Guayaquil,cortes energía prolongados se presentan por franjas horarios sectores,"['corte', 'energia', 'prolongado', 'presentar', 'franja', 'horario', 'sector']",0
6a649c503dac63772abe54c4b6f208599818e88bfba70e509df588cdbcf0713a,2024-06-20,Guayaquil,daniel noboa anunció que se inició investigación por sabotaje sistema energético pero alcalde aquiles alvarez no cree esa posibilidad,"['daniel', 'noboa', 'anunciar', 'iniciar', 'investigacion', 'sabotaje', 'sistema', 'energetico', 'alcalde', 'aquil', 'alvarez', 'creer', 'posibilidad']",0
f6f783177300bc4503ba30f12452380551f41ae7dd853435371dc2a79ba85abb,2024-09-11,Guayaquil,central térmica volvió operar aporta con megavatios al sistema nacional,"['central', 'termico', 'volver', 'operar', 'aportar', 'megavatio', 'sistema', 'nacional']",0
caa77a82282d8f3e27ce55fff31e3d673195d4d606b9d7cd9af0103b7870baf8,2024-11-19,Guayaquil,partir del diciembre se pretende dejar sin energía todas las industrias del sector dijo francisco jarrín presidente la cámara industrias guayaquil cig,"['partir', 'diciembre', 'pretender', 'dejar', 'energia', 'industria', 'sector', 'decir', 'francisco', 'jarrin', 'presidente', 'camara', 'industria', 'guayaquil', 'cig']",0
d839c3b4c2dd52318ad63483d5cb6411f581a4c0c673a203fb60bc5d854f0191,2024-11-26,Quito,no habrá apagones las industriasse equivocó presidente la cámara industrias del guayas presidente la cámara industrias guayaquil francisco jarrín se equivocó con respecto los apagones días las industrias me reuniré con él,"['apagon', 'industriasse', 'equivocar', 'presidente', 'camara', 'industria', 'guaya', 'presidente', 'camara', 'industria', 'guayaquil', 'francisco', 'jarrin', 'equivocar', 'respecto', 'apagon', 'dia', 'industria', 'reunire']",0
bb0383bf9dcd745dcc9e3085b509e14e9881d3e77459c97a122397a5fa6b069c,2024-11-12,Guayaquil,moradores zonas del norte afirman que los cortes energía eléctrica se registran hasta tres veces día,"['morador', 'zona', 'norte', 'afirmar', 'corte', 'energia', 'electrico', 'registrar', 'tres', 'vez', 'dia']",0
b7cc3683d5f38044de5c12d1c9bbe3f53c97012e6eee52799f49d236e951e0a6,2024-10-23,Guayaquil,más que apagón salí corriendo la víctor emilio estrada urdesa central norte guayaquil apagón las solo imagínenlo los pocos locales comida que quedaron abiertos hasta esa hora obligados cerrar los clientes apurados afuera la ciudad esa peligrosa,"['apagon', 'sali', 'correr', 'victor', 'emilio', 'estrada', 'urdesa', 'central', 'norte', 'guayaquil', 'apagon', 'solo', 'imaginenlo', 'local', 'comida', 'quedar', 'abierto', 'hora', 'obligado', 'cerrar', 'cliente', 'apurado', 'afuerar', 'ciudad', 'peligroso']",0
945bf4e41c99fda752baea64087252ca2875caee374604fb9ad72fdabb923f75,2024-11-09,Quito,luego la sesión del coe cantonal la sala crisis resolvimos una serie medidas para enfrentar la situación energética reforzar la seguridad guayaquil aquí los detalles,"['luego', 'sesion', 'coe', 'cantonal', 'sala', 'crisis', 'resolver', 'serie', 'medida', 'enfrentar', 'situacion', 'energetico', 'reforzar', 'seguridad', 'guayaquil', 'aqui', 'detalle']",0
790aaf166eed1b692fad68796e5e8fe5c749f5c2fed76c000941904bda5f8543,2024-11-21,Quito,anuncian que los apagónes empeorarán este fin semana automáticamente gobierno busca una distracción allanan instalaciones seguraep del municipio guayaquil duda habrá aún alguien tan cojudo para creer los shows noboa la fiscal,"['anunciar', 'apagan', 'empeoraran', 'fin', 'semana', 'automaticamente', 'gobierno', 'buscar', 'distraccion', 'allanan', 'instalacion', 'seguraep', 'municipio', 'guayaquil', 'duda', 'aun', 'alguien', 'cojudo', 'creer', 'show', 'noboa', 'fiscal']",0
